index,prompt_raw,target_text,length,level
00388,"In the serene park, a misty morning surrounds a sign that reads ""nebel"", partially obscured by swirling fog, enhancing the mysterious atmosphere.",nebel,5,Easy
00389,"An ancient wizard's spellbook lies open on a wooden desk, illuminated by a single candle. The page titled ""Chaos Theory"" is filled with intricate symbols and diagrams, surrounded by scattered runes and a quill pen, in a dimly lit, mystical study.",Chaos Theory,11,Hard
00390,"An astronaut's glove floats in the vast, star-filled space, a small, digital display on its wrist still showing the words ""Last Transmission"". The glove drifts against a backdrop of distant galaxies and nebulae, emphasizing the isolation and silence of deep space.",Last Transmission,16,Hard
00391,"A modern elevator panel with buttons illuminated, prominently displaying ""Out of Service"" in bold red text, set against a sleek, silver backdrop.",Out of Service,12,Hard
00392,"A yoga mat with the phrase ""Find Your Zen"" prominently printed in elegant, flowing letters, placed in a serene, sunlit room with a large window overlooking a peaceful garden.",Find Your Zen,11,Hard
00393,"A beautifully crafted wedding cake with a layer adorned with the elegant phrase ""Happily Ever After"", set against a soft, romantic backdrop with delicate floral decorations and a warm, golden lighting that highlights the intricate details of the cake.",Happily Ever After,16,Hard
00394,"A vintage diner table with a red and white checked placemat, featuring a whimsical doodle that reads ""Eat More Pie"" in playful handwriting, surrounded by scattered pie slices and a steaming apple pie in the background.",Eat More Pie,10,Medium
00395,"A tattoo on a sailor's rugged arm, featuring the script ""Homeward Bound"" in elegant, nautical font, surrounded by waves and a compass rose, set against the backdrop of a weathered ship deck.",Homeward Bound,13,Hard
00396,"A realistic photograph of an engraved stone plaque at the park entrance, with the text ""Memorial Garden 2020"" clearly visible, surrounded by lush greenery and a path leading into the park.",Memorial Garden 2020,18,Hard
00397,"A close-up photograph of a pill bottle with a clear, white label prominently displaying the warning ""Do Not Exceed Dose"" in bold, black text, set against a neutral background.",Do Not Exceed Dose,15,Hard
00398,"A realistic photograph of a zoo enclosure with a clear sign stating ""Do Not Feed The Penguins"" prominently displayed, surrounded by pebbles and a small wooden fence, with a group of penguins visible in the background.",Do Not Feed The Penguins,20,Hard
00399,"A high-resolution gym interior featuring a large, motivational wall decal stating ""Lift Heavy Today"", surrounded by modern fitness equipment and energetic athletes, capturing the vibrant, dynamic atmosphere of a busy workout session.",Lift Heavy Today,14,Hard
00400,"A realistic photograph of a modern bathroom with a large mirror. On the mirror, a small yellow sticky note reads ""Remember To Smile"" in neat handwriting. The scene is well-lit, with a clean and minimalist aesthetic.",Remember To Smile,15,Hard
00401,"A bustling airport terminal with an electronic departure board prominently displaying ""Flight 815 Cancelled"" in red, surrounded by frustrated passengers and airport staff trying to assist them.",Flight 815 Cancelled,18,Hard
00402,"A magical 8-ball hovers in a dimly lit room, its surface reflecting a soft, eerie glow. Inside, the answer ""Ask Again Later"" is clearly visible, floating in the dark, viscous liquid. The atmosphere is mysterious and slightly suspenseful.",Ask Again Later,13,Hard
00403,"A bustling nightclub entrance under neon lights, with a bouncer checking IDs. A clear sign reads ""Over 21 Only"" above the door, reflecting the vibrant and exclusive atmosphere of the night.",Over 21 Only,10,Medium
00404,"A vibrant website header banner featuring the text ""Summer Sale Live Now"" in bold, eye-catching fonts, set against a sunny beach backdrop with colorful umbrellas and playful beach balls, exuding a lively summer vibe.",Summer Sale Live Now,17,Hard
00405,"A dimly lit alleyway with a rustic, iron-plated door adorned with an ornate plaque that reads ""Password Veritaserum"". The door is partially obscured by shadows, and a single flickering streetlamp casts eerie, elongated shadows across the scene.",Password Veritaserum,19,Hard
00406,"A realistic desktop scene with a software error message dialog box prominently displayed, reading ""Update Required Restart Now"", on a modern computer screen. The room is a typical office setting with a desk, chair, and bookshelf in the background.",Update Required Restart Now,24,Hard
00407,"A hiker pauses on a mountain trail, their backpack prominently displaying a ""Supplies Checked"" tag, ensuring all essentials are accounted for. The rugged terrain and lush forest backdrop highlight the adventurous spirit of the journey.",Supplies Checked,15,Hard
00408,"A close-up of a firefighter's helmet, prominently displaying a sticker that reads ""911 Emergency Crew"", set against a backdrop of a smoky, urban firefighting scene. The helmet is slightly worn, reflecting the dedication and bravery of its owner.",911 Emergency Crew,16,Hard
00409,"A bustling airport terminal with a modern departure board prominently displaying ""Gate 13½ Now Boarding"" in bright, flashing letters. Passengers hurry past with luggage, while the scene is captured in a realistic photographic style.",Gate 13½ Now Boarding,18,Hard
00410,"A realistic photograph of a hotel door with a ""Do Not Disturb"" sign hanging on the handle, set against a corridor with patterned carpet and soft lighting.",Do Not Disturb,12,Hard
00411,"A movie poster titled ""Invasion of the Robots"" featuring towering robots destroying cityscapes, with skyscrapers collapsing and fiery explosions lighting up the night sky, emphasizing the chaos and scale of the robotic invasion.",Invasion of the Robots,19,Hard
00412,"In a dimly lit retro arcade, the words ""Press Start"" blink invitingly on a vintage game screen, surrounded by faded stickers and a cracked, glowing monitor, evoking nostalgic memories of childhood gaming sessions.",Press Start,10,Medium
00413,"A bicycle locked to a city railing, with a metal tag hanging from the lock that reads ""Property Of Bike Patrol"". The scene is set in an urban environment, with a busy street and tall buildings in the background.",Property Of Bike Patrol,20,Hard
00414,"""World Tour 2025"" rock band poster featuring a vibrant, energetic scene with band members on stage, surrounded by a passionate crowd, colorful lights, and smoke effects, set against a backdrop of a world map highlighting cities of their tour.",World Tour 2025,13,Hard
00415,"A vibrant graffiti mural adorns the concrete walls of a dimly lit subway tunnel, featuring bold, colorful lettering that reads ""Voice of the Streets"", surrounded by dynamic urban art.",Voice of the Streets,17,Hard
00416,"A realistic photograph of a zoo enclosure, featuring a plaque titled ""Lion Habitat Zone"" prominently displayed at the entrance, with a grassy area and trees in the background, and a lion lounging in the sun.",Lion Habitat Zone,15,Hard
00417,"A wizard in a dimly lit, ancient library, holding a glowing crystal ball that reflects the words ""The Future is Unwritten"" amidst swirling mists and arcane symbols.",The Future is Unwritten,20,Hard
00418,"In a bustling airport terminal, a large digital announcement board displays the eerie message: ""Flight 666 Boarding Never"". Passengers pause, puzzled and concerned, as the modern, sleek environment contrasts with the unsettling information. The scene is captured in a realistic photographic style, emphasizing the anomaly.",Flight 666 Boarding Never,22,Hard
00419,"A yoga studio's window adorned with a serene decal that reads ""Breathe In Peace"", surrounded by soft, natural light filtering through, creating a tranquil and inviting atmosphere.",Breathe In Peace,14,Hard
00420,"A cozy coffee shop with a rustic wooden interior, featuring a chalkboard prominently displaying ""Latte Special 4"" in elegant script. Soft lighting and a warm ambiance enhance the inviting atmosphere, with customers enjoying their drinks at vintage tables.",Latte Special 4,13,Hard
00421,"A high-speed race car with a sleek, glossy finish, featuring a prominent hood decal that reads ""Speed Demon Racing Team"" in bold, vibrant colors, racing on a sunlit track surrounded by cheering fans and towering billboards.",Speed Demon Racing Team,20,Hard
00422,"A futuristic time machine with a sleek, metallic finish, its dial set to ""Best Day Ever Reload"". The machine is surrounded by a glowing aura, with digital readouts and holographic interfaces displaying vibrant colors, set against a backdrop of a twilight sky.",Best Day Ever Reload,17,Hard
00423,"A neon sign reading ""Open 247"" flickers intermittently above a small, dimly lit convenience store, casting a vibrant, multicolored glow on the pavement and the store's glass doors. The scene is set in a quiet, urban neighborhood at night, with a few parked cars and sparse street lighting.",Open 247,7,Medium
00424,"A realistic photograph of a vintage vending machine with a prominent sign that reads ""Exact Change Only"", set against a slightly worn brick wall, with a few coins scattered at its base.",Exact Change Only,15,Hard
